student_id,department,year_of_study,cgpa,skill_count,skills,internship_months,projects,certifications,workshops,placed
STU0558,Computer Science,4,8.73,8,"['Git', 'Docker', 'Linux', 'MySQL', 'MongoDB', 'C++', 'CSS', 'Deep Learning']",2,4,2,9,1
STU0559,Mechanical,4,5.67,8,"['NLP', 'Deep Learning', 'MySQL', 'Linux', 'JavaScript', 'CSS', 'HTML', 'C++']",4,4,2,3,0
STU0560,Mechanical,4,8.56,4,"['Django', 'Node.js', 'HTML', 'Java']",4,4,1,3,1
STU0561,Computer Science,4,9.72,8,"['HTML', 'Linux', 'JavaScript', 'C++', 'MongoDB', 'NLP', 'Machine Learning', 'Docker']",2,1,2,9,1
STU0562,Computer Science,3,5.02,7,"['JavaScript', 'SQL', 'Node.js', 'C++', 'Linux', 'Java', 'CSS']",7,5,0,5,0
STU0563,Computer Science,4,8.51,3,"['AWS', 'Java', 'HTML']",0,5,1,7,1
STU0564,Electrical,4,9.71,10,"['NLP', 'CSS', 'Python', 'C++', 'Django', 'Linux', 'MySQL', 'SQL', 'Node.js', 'Git']",7,5,4,2,1
STU0565,Information Science,3,6.16,3,"['MySQL', 'HTML', 'C++']",5,1,0,9,0
STU0566,Civil,3,8.76,10,"['Docker', 'NLP', 'Deep Learning', 'MongoDB', 'CSS', 'Linux', 'Machine Learning', 'C++', 'AWS', 'Django']",3,2,0,4,1
STU0567,Computer Science,3,5.74,6,"['Git', 'SQL', 'Docker', 'MongoDB', 'Deep Learning', 'Java']",5,1,4,2,0
STU0568,Civil,4,8.35,7,"['Machine Learning', 'MongoDB', 'Deep Learning', 'SQL', 'Git', 'MySQL', 'Java']",4,3,2,5,1
STU0569,Mechanical,4,5.63,4,"['Django', 'React', 'NLP', 'JavaScript']",4,1,0,9,0
STU0570,Civil,3,6.23,3,"['AWS', 'MongoDB', 'Python']",4,5,2,2,0
STU0571,Civil,4,7.52,6,"['HTML', 'Linux', 'JavaScript', 'Deep Learning', 'Git', 'React']",5,4,2,4,1
STU0572,Electrical,4,9.27,11,"['NLP', 'Node.js', 'Deep Learning', 'MongoDB', 'MySQL', 'Linux', 'Django', 'C++', 'Machine Learning', 'Python', 'AWS']",1,5,1,8,1
STU0573,Computer Science,4,5.94,10,"['MySQL', 'NLP', 'AWS', 'Machine Learning', 'MongoDB', 'JavaScript', 'Node.js', 'Docker', 'Linux', 'React']",1,4,1,9,1
STU0574,Civil,3,8.63,4,"['Python', 'Node.js', 'JavaScript', 'React']",7,3,0,1,1
STU0575,Electrical,4,6.98,4,"['CSS', 'SQL', 'HTML', 'React']",3,4,4,6,0
STU0576,Electronics,4,9.19,11,"['CSS', 'Node.js', 'HTML', 'React', 'Docker', 'C++', 'Git', 'Python', 'SQL', 'Deep Learning', 'AWS']",4,3,2,7,1
STU0577,Mechanical,3,9.46,9,"['Git', 'Docker', 'MongoDB', 'NLP', 'React', 'Deep Learning', 'Python', 'C++', 'Django']",6,2,2,8,1
STU0578,Electronics,3,8.16,5,"['Django', 'CSS', 'React', 'Node.js', 'JavaScript']",1,5,0,5,1
STU0579,Computer Science,4,8.85,10,"['Git', 'Linux', 'JavaScript', 'Python', 'Java', 'C++', 'AWS', 'Deep Learning', 'React', 'HTML']",2,2,0,3,1
STU0580,Information Science,4,8.24,10,"['MySQL', 'Machine Learning', 'SQL', 'Docker', 'Java', 'AWS', 'React', 'MongoDB', 'NLP', 'Python']",1,0,2,3,1
STU0581,Electronics,4,5.16,4,"['NLP', 'Linux', 'C++', 'CSS']",3,0,0,0,1
STU0582,Computer Science,4,6.49,3,"['Node.js', 'Machine Learning', 'C++']",4,0,0,1,1
STU0583,Mechanical,4,7.44,6,"['Machine Learning', 'C++', 'SQL', 'Node.js', 'NLP', 'Git']",2,0,4,3,1
STU0584,Civil,4,5.51,4,"['Machine Learning', 'MySQL', 'NLP', 'Python']",6,0,4,6,1
STU0585,Electronics,3,8.04,5,"['Java', 'NLP', 'Deep Learning', 'Linux', 'Django']",3,1,1,0,1
STU0586,Mechanical,4,9.27,6,"['Java', 'CSS', 'JavaScript', 'Python', 'Django', 'Deep Learning']",4,5,0,0,1
STU0587,Computer Science,4,9.52,8,"['Django', 'MySQL', 'Git', 'Linux', 'NLP', 'React', 'JavaScript', 'Node.js']",0,5,4,6,1
STU0588,Information Science,4,6.68,5,"['React', 'Git', 'Machine Learning', 'Docker', 'Django']",5,0,4,2,0
STU0589,Computer Science,4,8.22,10,"['React', 'Django', 'Java', 'Git', 'HTML', 'MySQL', 'Python', 'JavaScript', 'C++', 'Node.js']",7,2,1,5,1
STU0590,Electronics,3,8.65,6,"['C++', 'Node.js', 'Linux', 'MySQL', 'Git', 'Docker']",1,5,4,5,1
STU0591,Electronics,3,8.67,8,"['SQL', 'Docker', 'React', 'Node.js', 'Machine Learning', 'C++', 'CSS', 'MySQL']",5,3,1,7,1
STU0592,Civil,4,5.82,9,"['SQL', 'MongoDB', 'Linux', 'React', 'Django', 'Node.js', 'Docker', 'Java', 'CSS']",2,3,2,5,0
STU0593,Mechanical,4,6.31,8,"['Django', 'Java', 'Linux', 'SQL', 'Machine Learning', 'C++', 'NLP', 'AWS']",0,2,3,6,0
STU0594,Information Science,3,8.33,7,"['CSS', 'Python', 'React', 'HTML', 'Java', 'Node.js', 'SQL']",7,5,4,7,1
STU0595,Mechanical,3,9.0,6,"['AWS', 'Python', 'JavaScript', 'Linux', 'Node.js', 'Machine Learning']",6,0,0,1,1
STU0596,Information Science,4,8.51,6,"['Git', 'CSS', 'AWS', 'Linux', 'C++', 'Django']",3,4,2,0,1
STU0597,Electronics,4,7.41,7,"['Linux', 'MongoDB', 'Docker', 'React', 'SQL', 'HTML', 'Machine Learning']",1,1,2,1,1
STU0598,Electrical,3,6.31,10,"['MySQL', 'Git', 'JavaScript', 'Java', 'AWS', 'React', 'CSS', 'Machine Learning', 'HTML', 'Node.js']",2,2,3,6,0
STU0599,Information Science,4,5.65,4,"['Docker', 'Django', 'Node.js', 'Machine Learning']",3,0,2,3,1
STU0600,Civil,4,6.22,3,"['Django', 'MySQL', 'Linux']",6,1,2,6,0
STU0601,Electronics,4,5.48,9,"['Django', 'C++', 'Linux', 'Git', 'Java', 'Docker', 'Python', 'NLP', 'MySQL']",5,0,0,0,0
STU0602,Civil,4,7.16,5,"['MySQL', 'AWS', 'Node.js', 'MongoDB', 'Django']",3,3,0,6,1
STU0603,Computer Science,4,7.0,11,"['MongoDB', 'Node.js', 'NLP', 'React', 'Django', 'Machine Learning', 'JavaScript', 'MySQL', 'AWS', 'C++', 'Docker']",7,2,4,1,0
STU0604,Electronics,3,8.1,10,"['Deep Learning', 'React', 'CSS', 'C++', 'HTML', 'MySQL', 'Git', 'Linux', 'Machine Learning', 'Node.js']",5,2,1,3,1
STU0605,Civil,4,6.93,11,"['MySQL', 'Java', 'Django', 'C++', 'HTML', 'Deep Learning', 'NLP', 'Node.js', 'Linux', 'Docker', 'CSS']",3,2,1,3,0
STU0606,Computer Science,4,9.22,11,"['JavaScript', 'Django', 'SQL', 'Docker', 'Git', 'MySQL', 'HTML', 'React', 'CSS', 'Java', 'Python']",5,1,0,9,1
STU0607,Information Science,4,7.43,9,"['React', 'Linux', 'Django', 'MySQL', 'Python', 'Node.js', 'HTML', 'NLP', 'Machine Learning']",6,1,1,0,1
STU0608,Information Science,3,7.85,10,"['JavaScript', 'MongoDB', 'AWS', 'Docker', 'Node.js', 'Django', 'C++', 'HTML', 'Java', 'React']",7,1,0,3,1
STU0609,Civil,4,7.71,3,"['Docker', 'AWS', 'Django']",1,4,3,7,0
STU0610,Electrical,4,8.11,5,"['React', 'Django', 'Git', 'Java', 'Node.js']",1,5,3,5,1
STU0611,Electronics,4,5.73,9,"['NLP', 'Linux', 'MySQL', 'CSS', 'Python', 'Django', 'Node.js', 'MongoDB', 'Machine Learning']",5,5,4,7,0
STU0612,Information Science,3,7.65,6,"['Deep Learning', 'Python', 'JavaScript', 'SQL', 'Java', 'AWS']",6,0,3,7,1
STU0613,Information Science,4,7.31,9,"['Deep Learning', 'C++', 'Git', 'Node.js', 'MySQL', 'Linux', 'HTML', 'AWS', 'Django']",0,0,2,7,0
STU0614,Electrical,4,8.02,4,"['Node.js', 'Deep Learning', 'React', 'C++']",0,5,4,9,1
STU0615,Electrical,3,6.75,6,"['SQL', 'React', 'HTML', 'Machine Learning', 'MongoDB', 'JavaScript']",4,1,1,9,0
STU0616,Electrical,4,5.86,11,"['Django', 'Git', 'Linux', 'C++', 'AWS', 'Python', 'SQL', 'Java', 'React', 'Deep Learning', 'HTML']",2,5,4,2,0
STU0617,Civil,3,6.84,9,"['CSS', 'Linux', 'HTML', 'Node.js', 'MySQL', 'Deep Learning', 'C++', 'Django', 'Machine Learning']",4,0,0,6,0
STU0618,Mechanical,4,7.28,6,"['React', 'Django', 'Node.js', 'JavaScript', 'Linux', 'Git']",4,2,3,1,1
STU0619,Electrical,4,8.54,10,"['Git', 'NLP', 'Node.js', 'Machine Learning', 'Docker', 'Deep Learning', 'Java', 'JavaScript', 'Linux', 'HTML']",0,0,0,0,1
STU0620,Electronics,4,9.59,8,"['HTML', 'Docker', 'MongoDB', 'MySQL', 'Django', 'Machine Learning', 'NLP', 'Python']",2,4,1,1,1
STU0621,Electronics,4,7.03,7,"['JavaScript', 'C++', 'Java', 'Machine Learning', 'CSS', 'Deep Learning', 'Git']",0,0,3,2,0
STU0622,Civil,4,6.44,4,"['AWS', 'Python', 'Java', 'Machine Learning']",5,3,3,7,1
STU0623,Civil,4,8.7,7,"['Python', 'C++', 'AWS', 'Node.js', 'React', 'Git', 'Java']",5,1,1,6,1
STU0624,Computer Science,4,5.58,4,"['JavaScript', 'Linux', 'Django', 'Java']",7,5,3,5,0
STU0625,Computer Science,4,6.59,11,"['Machine Learning', 'MySQL', 'C++', 'MongoDB', 'NLP', 'Node.js', 'CSS', 'HTML', 'Django', 'JavaScript', 'Docker']",7,3,0,6,1
STU0626,Civil,3,6.91,3,"['HTML', 'C++', 'Django']",4,2,0,6,1
STU0627,Electrical,4,9.78,5,"['Git', 'Python', 'CSS', 'C++', 'Java']",3,5,4,7,1
STU0628,Information Science,4,5.49,7,"['SQL', 'C++', 'React', 'Python', 'Node.js', 'Git', 'CSS']",4,1,0,7,1
STU0629,Information Science,4,6.6,3,"['Java', 'Node.js', 'C++']",4,5,3,7,1
STU0630,Computer Science,3,7.62,5,"['Node.js', 'NLP', 'Linux', 'React', 'AWS']",3,0,4,9,1
STU0631,Mechanical,4,7.06,4,"['JavaScript', 'Python', 'Git', 'Docker']",6,5,2,4,0
STU0632,Information Science,4,6.16,7,"['HTML', 'Machine Learning', 'C++', 'Node.js', 'SQL', 'Python', 'Django']",6,1,2,7,1
STU0633,Mechanical,3,6.58,7,"['MongoDB', 'Git', 'SQL', 'NLP', 'HTML', 'C++', 'JavaScript']",6,1,4,5,0
STU0634,Computer Science,4,9.05,8,"['AWS', 'Node.js', 'Linux', 'SQL', 'Git', 'Java', 'JavaScript', 'Machine Learning']",2,5,2,3,1
STU0635,Mechanical,4,7.78,11,"['MySQL', 'CSS', 'Deep Learning', 'HTML', 'AWS', 'MongoDB', 'Linux', 'NLP', 'Python', 'Docker', 'Node.js']",0,2,2,0,0
STU0636,Computer Science,3,7.12,10,"['MySQL', 'React', 'Git', 'HTML', 'Docker', 'SQL', 'Deep Learning', 'Machine Learning', 'Node.js', 'NLP']",4,5,1,0,1
STU0637,Civil,3,5.85,4,"['React', 'SQL', 'Docker', 'MySQL']",1,0,3,9,0
STU0638,Electronics,4,9.3,4,"['Node.js', 'JavaScript', 'MySQL', 'Machine Learning']",1,4,1,7,1
STU0639,Information Science,4,5.55,6,"['Docker', 'Node.js', 'Git', 'MySQL', 'Django', 'AWS']",2,5,2,9,1
STU0640,Computer Science,4,7.03,7,"['Deep Learning', 'Git', 'React', 'SQL', 'CSS', 'JavaScript', 'MySQL']",6,5,2,7,1
STU0641,Computer Science,3,6.67,4,"['AWS', 'React', 'NLP', 'Node.js']",7,0,1,2,0
STU0642,Civil,3,5.26,6,"['Git', 'CSS', 'Node.js', 'Java', 'React', 'MongoDB']",4,3,3,7,1
STU0643,Information Science,4,6.27,10,"['CSS', 'Docker', 'Node.js', 'SQL', 'C++', 'Java', 'Deep Learning', 'Linux', 'Machine Learning', 'JavaScript']",1,2,2,2,1
STU0644,Electrical,3,6.3,4,"['NLP', 'Linux', 'HTML', 'AWS']",3,4,0,2,0
STU0645,Electronics,4,7.45,6,"['MongoDB', 'C++', 'HTML', 'Node.js', 'Deep Learning', 'Git']",0,0,2,7,1
STU0646,Electrical,3,5.33,9,"['Django', 'Git', 'Machine Learning', 'React', 'C++', 'Java', 'Deep Learning', 'HTML', 'MongoDB']",1,1,1,0,0
STU0647,Computer Science,4,6.4,11,"['Linux', 'MongoDB', 'NLP', 'HTML', 'SQL', 'AWS', 'Machine Learning', 'Java', 'C++', 'Git', 'MySQL']",3,1,0,5,0
STU0648,Electrical,4,6.32,7,"['Docker', 'SQL', 'Node.js', 'NLP', 'JavaScript', 'CSS', 'Git']",3,0,3,4,1
STU0649,Civil,3,5.33,8,"['React', 'SQL', 'Django', 'CSS', 'Node.js', 'Deep Learning', 'NLP', 'Python']",7,5,2,6,1
STU0650,Electronics,4,6.64,3,"['Node.js', 'Deep Learning', 'CSS']",0,2,1,7,0
STU0651,Mechanical,3,7.07,11,"['AWS', 'Django', 'HTML', 'Linux', 'React', 'Docker', 'Git', 'MySQL', 'SQL', 'JavaScript', 'Java']",3,3,3,8,1
STU0652,Mechanical,3,7.53,10,"['CSS', 'Docker', 'Machine Learning', 'MySQL', 'Java', 'JavaScript', 'Django', 'SQL', 'Linux', 'C++']",7,1,1,8,1
STU0653,Computer Science,4,7.88,4,"['CSS', 'JavaScript', 'HTML', 'Deep Learning']",0,4,1,0,0
STU0654,Computer Science,4,5.54,4,"['React', 'NLP', 'MySQL', 'Python']",7,0,0,1,0
STU0655,Mechanical,4,6.21,7,"['C++', 'Django', 'Node.js', 'Docker', 'SQL', 'Linux', 'Java']",7,3,1,5,0
STU0656,Electrical,3,7.72,9,"['Django', 'Deep Learning', 'CSS', 'C++', 'Git', 'MongoDB', 'SQL', 'Java', 'React']",1,2,3,3,1
STU0657,Electrical,4,8.63,4,"['MySQL', 'Node.js', 'SQL', 'Django']",6,0,2,1,0
STU0658,Information Science,3,7.79,11,"['Node.js', 'Python', 'HTML', 'Docker', 'Deep Learning', 'AWS', 'C++', 'MongoDB', 'Machine Learning', 'SQL', 'NLP']",1,2,3,1,1
STU0659,Electronics,4,5.38,9,"['Django', 'SQL', 'Machine Learning', 'Python', 'C++', 'Node.js', 'AWS', 'React', 'CSS']",1,2,4,8,0
STU0660,Electrical,3,6.59,7,"['React', 'Django', 'Node.js', 'Docker', 'NLP', 'Git', 'JavaScript']",4,0,4,9,0
STU0661,Civil,4,6.47,7,"['Machine Learning', 'C++', 'NLP', 'Python', 'Java', 'MongoDB', 'Docker']",4,3,3,8,0
STU0662,Electrical,4,9.32,8,"['Linux', 'React', 'Git', 'SQL', 'Django', 'NLP', 'Python', 'MySQL']",5,4,0,5,1
STU0663,Civil,4,5.35,3,"['NLP', 'CSS', 'Java']",4,5,2,7,0
STU0664,Electronics,3,7.55,4,"['Node.js', 'HTML', 'AWS', 'Java']",0,0,3,5,1
STU0665,Electrical,3,6.15,10,"['NLP', 'AWS', 'Deep Learning', 'Django', 'C++', 'Docker', 'Git', 'Java', 'Linux', 'Node.js']",0,5,0,4,0
STU0666,Information Science,4,6.66,6,"['C++', 'Git', 'MySQL', 'Django', 'CSS', 'MongoDB']",6,4,1,1,0
STU0667,Civil,4,5.52,11,"['Deep Learning', 'JavaScript', 'Linux', 'Django', 'React', 'HTML', 'CSS', 'Docker', 'Git', 'Java', 'SQL']",2,0,4,9,0
STU0668,Electrical,4,7.97,8,"['Docker', 'Node.js', 'MySQL', 'MongoDB', 'Python', 'Machine Learning', 'JavaScript', 'Linux']",2,5,3,2,1
STU0669,Electronics,4,5.97,8,"['CSS', 'HTML', 'JavaScript', 'NLP', 'MongoDB', 'Deep Learning', 'Python', 'Linux']",2,5,2,1,0
STU0670,Information Science,4,5.83,8,"['NLP', 'MongoDB', 'HTML', 'Node.js', 'React', 'Java', 'MySQL', 'SQL']",3,0,0,2,1
STU0671,Electrical,3,7.7,4,"['Python', 'Django', 'JavaScript', 'SQL']",0,1,0,0,0
STU0672,Electronics,3,8.2,9,"['Django', 'Deep Learning', 'Java', 'Machine Learning', 'React', 'AWS', 'NLP', 'Docker', 'HTML']",1,0,4,3,1
STU0673,Civil,3,8.52,7,"['AWS', 'MongoDB', 'SQL', 'Docker', 'HTML', 'Machine Learning', 'React']",5,4,1,5,1
STU0674,Information Science,4,6.99,6,"['SQL', 'NLP', 'JavaScript', 'Machine Learning', 'React', 'Node.js']",2,5,0,6,0
STU0675,Civil,4,5.48,10,"['NLP', 'Java', 'Python', 'SQL', 'Linux', 'Git', 'Node.js', 'C++', 'MongoDB', 'Django']",3,0,4,4,1
STU0676,Electronics,3,9.54,6,"['HTML', 'Docker', 'React', 'C++', 'Git', 'Deep Learning']",2,5,4,3,1
STU0677,Electronics,4,8.85,4,"['NLP', 'Deep Learning', 'CSS', 'AWS']",6,3,0,2,1
STU0678,Computer Science,3,5.86,8,"['Machine Learning', 'Django', 'Linux', 'Node.js', 'SQL', 'AWS', 'C++', 'NLP']",2,2,2,8,0
STU0679,Information Science,4,9.58,7,"['AWS', 'HTML', 'C++', 'JavaScript', 'CSS', 'MongoDB', 'Django']",2,0,2,0,1
STU0680,Mechanical,3,7.79,8,"['Git', 'CSS', 'Java', 'AWS', 'Node.js', 'Deep Learning', 'Docker', 'MySQL']",7,5,3,8,1
STU0681,Electrical,4,7.49,11,"['Python', 'Machine Learning', 'Django', 'Node.js', 'React', 'SQL', 'JavaScript', 'NLP', 'Java', 'MongoDB', 'HTML']",2,3,0,8,1
STU0682,Civil,4,6.04,4,"['MySQL', 'Java', 'Django', 'C++']",4,2,4,3,0
STU0683,Civil,4,7.73,3,"['Python', 'NLP', 'MongoDB']",5,4,0,0,0
STU0684,Electronics,4,9.54,7,"['Git', 'Linux', 'Deep Learning', 'React', 'NLP', 'Machine Learning', 'MongoDB']",0,0,3,2,1
STU0685,Computer Science,4,5.05,5,"['MongoDB', 'CSS', 'Deep Learning', 'HTML', 'NLP']",1,5,2,8,0
STU0686,Information Science,3,8.24,7,"['MySQL', 'Python', 'Linux', 'Deep Learning', 'Java', 'Machine Learning', 'Git']",1,2,2,1,1
STU0687,Computer Science,4,9.68,3,"['MySQL', 'React', 'Django']",5,4,3,0,1
STU0688,Computer Science,4,6.12,7,"['MongoDB', 'AWS', 'Python', 'Django', 'Docker', 'Machine Learning', 'Java']",6,5,2,7,0
STU0689,Electrical,4,5.48,3,"['Docker', 'Python', 'NLP']",3,5,0,6,0
STU0690,Civil,3,9.01,5,"['NLP', 'MySQL', 'JavaScript', 'Docker', 'Python']",5,2,2,6,1
STU0691,Mechanical,3,7.41,3,"['MySQL', 'Git', 'HTML']",5,3,1,1,0
STU0692,Computer Science,4,9.53,10,"['NLP', 'AWS', 'MongoDB', 'Node.js', 'Machine Learning', 'Linux', 'MySQL', 'Deep Learning', 'React', 'C++']",0,0,2,3,0
STU0693,Electrical,4,6.9,8,"['Deep Learning', 'NLP', 'AWS', 'HTML', 'Python', 'Java', 'C++', 'JavaScript']",6,1,3,9,0
STU0694,Electrical,3,7.02,5,"['SQL', 'MongoDB', 'Deep Learning', 'Machine Learning', 'Git']",3,5,2,8,1
STU0695,Information Science,3,8.01,8,"['NLP', 'Machine Learning', 'React', 'AWS', 'MongoDB', 'Node.js', 'CSS', 'SQL']",5,2,4,3,1
STU0696,Mechanical,4,9.18,11,"['HTML', 'MongoDB', 'JavaScript', 'React', 'MySQL', 'Python', 'AWS', 'Git', 'C++', 'Django', 'SQL']",0,3,2,0,1
STU0697,Electronics,4,6.13,4,"['Django', 'JavaScript', 'C++', 'AWS']",2,5,0,1,1
STU0698,Electronics,3,5.93,3,"['C++', 'HTML', 'Node.js']",1,0,3,5,1
STU0699,Information Science,4,8.45,4,"['MySQL', 'MongoDB', 'Python', 'React']",4,2,0,5,1
STU0700,Civil,4,8.04,10,"['SQL', 'Deep Learning', 'Django', 'MySQL', 'CSS', 'NLP', 'MongoDB', 'Java', 'HTML', 'Machine Learning']",3,5,1,3,1
STU0701,Electrical,4,9.45,7,"['Django', 'MongoDB', 'AWS', 'CSS', 'Git', 'MySQL', 'NLP']",1,3,1,2,1
STU0702,Computer Science,4,6.89,11,"['Linux', 'NLP', 'SQL', 'Deep Learning', 'Java', 'Docker', 'HTML', 'Node.js', 'Python', 'Machine Learning', 'Git']",4,1,2,8,0
STU0703,Civil,4,9.19,10,"['Machine Learning', 'NLP', 'Django', 'CSS', 'Node.js', 'React', 'JavaScript', 'Git', 'Docker', 'HTML']",7,1,2,9,1
STU0704,Information Science,3,8.87,4,"['C++', 'Node.js', 'HTML', 'Docker']",6,1,4,4,0
STU0705,Mechanical,4,7.63,8,"['Docker', 'Git', 'C++', 'React', 'Linux', 'Python', 'CSS', 'Node.js']",1,0,1,3,1
STU0706,Computer Science,4,8.49,11,"['AWS', 'Node.js', 'MongoDB', 'Django', 'React', 'Linux', 'Docker', 'Deep Learning', 'SQL', 'Machine Learning', 'HTML']",2,2,4,9,1
STU0707,Information Science,4,9.61,7,"['MongoDB', 'C++', 'Docker', 'Git', 'Deep Learning', 'HTML', 'JavaScript']",2,1,0,2,1
STU0708,Computer Science,3,7.86,11,"['Node.js', 'Django', 'Python', 'SQL', 'MongoDB', 'Git', 'Deep Learning', 'C++', 'NLP', 'MySQL', 'Linux']",2,4,2,4,1
STU0709,Computer Science,4,5.92,6,"['CSS', 'C++', 'Django', 'MongoDB', 'SQL', 'Linux']",5,2,1,5,0
STU0710,Information Science,4,8.4,5,"['NLP', 'C++', 'Deep Learning', 'CSS', 'Linux']",1,0,2,3,1
STU0711,Information Science,4,6.24,4,"['Machine Learning', 'Node.js', 'React', 'MySQL']",7,3,2,9,0
STU0712,Information Science,3,9.0,9,"['MySQL', 'React', 'Git', 'C++', 'Java', 'Python', 'Deep Learning', 'CSS', 'JavaScript']",1,1,0,5,1
STU0713,Information Science,3,5.25,5,"['Git', 'Node.js', 'CSS', 'NLP', 'Machine Learning']",4,3,4,2,0
STU0714,Electronics,4,7.53,7,"['Node.js', 'Django', 'MongoDB', 'HTML', 'MySQL', 'AWS', 'Machine Learning']",6,3,2,7,1
STU0715,Mechanical,4,8.94,8,"['JavaScript', 'Machine Learning', 'Node.js', 'HTML', 'CSS', 'C++', 'React', 'Deep Learning']",3,5,0,8,1
STU0716,Civil,4,7.03,5,"['NLP', 'AWS', 'Django', 'Java', 'MongoDB']",7,4,2,1,1
STU0717,Civil,4,5.58,3,"['HTML', 'Git', 'Django']",4,3,3,9,0
STU0718,Electronics,4,7.84,8,"['MySQL', 'React', 'JavaScript', 'Node.js', 'Machine Learning', 'HTML', 'Django', 'CSS']",3,4,3,9,1
STU0719,Electrical,3,9.32,9,"['Django', 'React', 'C++', 'NLP', 'CSS', 'Node.js', 'HTML', 'Python', 'JavaScript']",5,0,1,5,1
STU0720,Electrical,3,9.77,11,"['Docker', 'CSS', 'SQL', 'Node.js', 'Linux', 'React', 'MySQL', 'Machine Learning', 'AWS', 'NLP', 'HTML']",5,1,1,5,1
STU0721,Electrical,4,5.01,7,"['Linux', 'SQL', 'Node.js', 'C++', 'Docker', 'MongoDB', 'Java']",6,3,4,8,0
STU0722,Civil,4,7.68,6,"['Java', 'C++', 'Node.js', 'Deep Learning', 'Python', 'JavaScript']",5,2,0,9,1
STU0723,Information Science,4,7.77,10,"['NLP', 'MySQL', 'C++', 'Node.js', 'Machine Learning', 'Docker', 'React', 'SQL', 'CSS', 'MongoDB']",1,2,0,1,1
STU0724,Information Science,4,8.4,3,"['C++', 'React', 'MongoDB']",4,4,0,3,1
STU0725,Computer Science,3,7.05,3,"['NLP', 'Node.js', 'Docker']",0,0,4,0,1
STU0726,Electronics,4,7.27,11,"['JavaScript', 'Deep Learning', 'React', 'MySQL', 'Python', 'HTML', 'C++', 'Node.js', 'Machine Learning', 'Docker', 'CSS']",5,0,1,4,1
STU0727,Mechanical,4,6.91,10,"['AWS', 'JavaScript', 'React', 'Python', 'Deep Learning', 'NLP', 'MySQL', 'HTML', 'Git', 'SQL']",7,1,3,2,0
STU0728,Electronics,3,6.82,3,"['Java', 'NLP', 'HTML']",6,2,4,9,0
STU0729,Civil,4,8.61,9,"['CSS', 'NLP', 'Git', 'Docker', 'MySQL', 'Java', 'C++', 'React', 'AWS']",4,1,2,6,1
STU0730,Mechanical,4,8.19,8,"['Machine Learning', 'NLP', 'Java', 'Node.js', 'JavaScript', 'MySQL', 'C++', 'Docker']",7,4,1,5,1
STU0731,Civil,4,5.77,11,"['CSS', 'NLP', 'HTML', 'Git', 'Linux', 'React', 'JavaScript', 'C++', 'MySQL', 'Java', 'SQL']",4,2,1,4,1
STU0732,Computer Science,4,9.44,10,"['MySQL', 'NLP', 'Linux', 'AWS', 'Machine Learning', 'HTML', 'Node.js', 'Git', 'Docker', 'SQL']",7,5,2,1,1
STU0733,Electronics,4,8.66,8,"['AWS', 'React', 'MongoDB', 'SQL', 'C++', 'Deep Learning', 'Python', 'Docker']",7,0,1,4,1
STU0734,Civil,4,8.39,3,"['NLP', 'Linux', 'CSS']",0,2,4,8,1
STU0735,Information Science,4,8.57,10,"['Docker', 'AWS', 'JavaScript', 'MySQL', 'Django', 'Git', 'Java', 'Node.js', 'HTML', 'CSS']",1,0,2,9,1
STU0736,Mechanical,4,5.15,3,"['NLP', 'AWS', 'SQL']",5,2,3,4,1
STU0737,Computer Science,3,8.99,11,"['SQL', 'Node.js', 'MySQL', 'Git', 'HTML', 'Python', 'Docker', 'MongoDB', 'JavaScript', 'Java', 'AWS']",6,1,0,5,1
STU0738,Civil,4,5.79,11,"['Linux', 'MySQL', 'Django', 'Python', 'AWS', 'SQL', 'NLP', 'Node.js', 'C++', 'MongoDB', 'HTML']",5,2,3,0,0
STU0739,Mechanical,4,8.85,11,"['C++', 'SQL', 'MySQL', 'React', 'JavaScript', 'Git', 'AWS', 'Django', 'MongoDB', 'Docker', 'Java']",2,3,4,5,1
STU0740,Civil,4,9.64,7,"['Linux', 'SQL', 'Node.js', 'C++', 'Java', 'NLP', 'Django']",4,2,3,6,1
STU0741,Electronics,3,6.56,10,"['Django', 'MongoDB', 'C++', 'Machine Learning', 'Linux', 'SQL', 'JavaScript', 'MySQL', 'AWS', 'Git']",3,5,0,7,0
STU0742,Mechanical,3,9.66,8,"['Deep Learning', 'Node.js', 'Machine Learning', 'MySQL', 'C++', 'CSS', 'MongoDB', 'JavaScript']",0,3,1,1,1
STU0743,Electronics,3,6.69,5,"['Node.js', 'Docker', 'NLP', 'Linux', 'Python']",4,2,4,5,0
STU0744,Electrical,4,6.99,5,"['C++', 'CSS', 'Deep Learning', 'Java', 'Docker']",5,0,1,9,0
STU0745,Computer Science,4,5.75,8,"['Python', 'Linux', 'Git', 'React', 'NLP', 'JavaScript', 'MongoDB', 'AWS']",6,2,0,2,0
STU0746,Mechanical,4,6.49,11,"['NLP', 'Linux', 'Deep Learning', 'CSS', 'JavaScript', 'Node.js', 'AWS', 'Docker', 'MySQL', 'HTML', 'React']",1,4,4,7,1
STU0747,Civil,4,6.67,8,"['MySQL', 'Python', 'Java', 'CSS', 'C++', 'Deep Learning', 'SQL', 'Linux']",5,3,2,7,1
STU0748,Mechanical,3,8.9,9,"['React', 'AWS', 'Java', 'Machine Learning', 'Node.js', 'JavaScript', 'HTML', 'CSS', 'Linux']",1,5,3,1,1
